2026-02-06 09:59:03 INFO  searchSeleniumTest - Setting up the browser
2026-02-06 09:59:03 INFO  searchSeleniumTest - Setting up the browser
2026-02-06 09:59:49 INFO  searchSeleniumTest - TEST: Serach Selenium Java in search bar
2026-02-06 10:04:41 INFO  FillFormTest       - TEST: Click contact us
2026-02-06 10:04:41 INFO  UniversityPage     - PAGE: Click contactUs button
2026-02-06 10:04:43 INFO  FillFormTest       - TEST: Click contact us
2026-02-06 10:04:43 INFO  UniversityPage     - PAGE: Click contactUs button
2026-02-06 10:05:16 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:16 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:16 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:16 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:16 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:16 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:17 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:17 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:18 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:18 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:19 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:19 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:19 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:19 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:19 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:19 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:19 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:20 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:20 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:20 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:20 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:20 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:20 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:20 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:20 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:21 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:21 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:21 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:21 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:24 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:24 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:25 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:25 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:25 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:25 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:25 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:25 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:27 INFO  FillFormTest       - TEST: fill the form
2026-02-06 10:05:27 INFO  FormPage           - PAGE: Filling the form
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:29 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:29 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-06 10:05:29 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:30 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:30 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:30 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:30 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:30 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:30 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:30 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:30 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:30 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:30 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:30 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:31 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:31 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:31 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:31 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:31 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:31 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:31 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:31 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:31 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:32 INFO  FillFormTest       - TEST: Submit the form
2026-02-06 10:05:32 INFO  FormPage           - PAGE: Click submit button
2026-02-06 10:05:32 INFO  FormPage           - PAGE: Return the alert
2026-02-06 10:05:40 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:40 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-06 10:05:40 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:40 INFO  FillFormTest       - Closing the browser
2026-02-06 10:05:42 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-06 10:05:42 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-06 10:05:42 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-06 10:05:42 INFO  FillFormTest       - Closing the browser
