2026-02-05 12:16:37 INFO  searchSeleniumTest - Setting up the browser
2026-02-05 12:18:56 INFO  FillFormTest - TEST: Navigate to universities
2026-02-05 12:18:56 INFO  HomePage - PAGE: Navigating to forUniversities page
2026-02-05 12:19:02 INFO  FillFormTest - TEST: Click contact us
2026-02-05 12:19:02 INFO  UniversityPage - PAGE: Clcik contactUs button
2026-02-05 12:19:07 INFO  FillFormTest - TEST: fill the form
2026-02-05 12:19:07 INFO  FormPage - PAGE: Filling the form
2026-02-05 12:19:10 INFO  FillFormTest - TEST: Submit the form
2026-02-05 12:19:10 INFO  FormPage - PAGE: Click submit button
2026-02-05 12:19:10 INFO  FormPage - PAGE: Return the alert
2026-02-05 12:19:10 INFO  FillFormTest - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 12:19:10 INFO  FillFormTest - TEST: write the content in resultMessage into the excel sheet
2026-02-05 12:19:11 INFO  FillFormTest - Closing the browser
2026-02-05 12:19:15 INFO  FillFormTest - Setting up the browser
2026-02-05 12:19:20 INFO  FillFormTest - TEST: Navigate to universities
2026-02-05 12:19:20 INFO  HomePage - PAGE: Navigating to forUniversities page
2026-02-05 12:19:25 INFO  FillFormTest - TEST: Click contact us
2026-02-05 12:19:25 INFO  UniversityPage - PAGE: Clcik contactUs button
2026-02-05 12:19:28 INFO  FillFormTest - TEST: fill the form
2026-02-05 12:19:28 INFO  FormPage - PAGE: Filling the form
2026-02-05 12:19:31 INFO  FillFormTest - TEST: Submit the form
2026-02-05 12:19:31 INFO  FormPage - PAGE: Click submit button
2026-02-05 12:19:31 INFO  FormPage - PAGE: Return the alert
2026-02-05 12:19:31 INFO  FillFormTest - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 12:19:31 INFO  FillFormTest - TEST: write the content in resultMessage into the excel sheet
2026-02-05 12:19:31 INFO  FillFormTest - Closing the browser
