2026-02-05 15:41:27 INFO  searchSeleniumTest - Setting up the browser
2026-02-05 15:41:27 INFO  searchSeleniumTest - Setting up the browser
2026-02-05 15:41:34 INFO  searchSeleniumTest - TEST: Serach Selenium Java in search bar
2026-02-05 15:44:01 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:01 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:01 INFO  FormPage           - PAGE: Return the alert
2026-02-05 15:44:01 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:01 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:01 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:02 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:02 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:02 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:02 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:04 INFO  FillFormTest       - TEST: fill the form
2026-02-05 15:44:04 INFO  FormPage           - PAGE: Filling the form
2026-02-05 15:44:08 INFO  FillFormTest       - TEST: Submit the form
2026-02-05 15:44:08 INFO  FormPage           - PAGE: Click submit button
2026-02-05 15:44:08 INFO  FormPage           - PAGE: Return the alert
2026-02-05 15:44:12 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:12 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-05 15:44:12 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:12 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:18 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:18 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-05 15:44:18 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:18 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:23 INFO  FillFormTest       - TEST: fill the form
2026-02-05 15:44:23 INFO  FormPage           - PAGE: Filling the form
2026-02-05 15:44:25 INFO  FillFormTest       - TEST: fill the form
2026-02-05 15:44:25 INFO  FormPage           - PAGE: Filling the form
2026-02-05 15:44:26 INFO  FillFormTest       - TEST: Submit the form
2026-02-05 15:44:26 INFO  FormPage           - PAGE: Click submit button
2026-02-05 15:44:26 INFO  FormPage           - PAGE: Return the alert
2026-02-05 15:44:27 INFO  FillFormTest       - TEST: Submit the form
2026-02-05 15:44:27 INFO  FormPage           - PAGE: Click submit button
2026-02-05 15:44:27 INFO  FormPage           - PAGE: Return the alert
2026-02-05 15:44:27 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:27 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:27 INFO  FillFormTest       - Closing the browser
2026-02-05 15:44:36 INFO  FillFormTest       - TEST: If the test is negative, check if the alert is present and resultMessage will be 'PASS'
2026-02-05 15:44:36 INFO  FillFormTest       - TEST: If the test is positive, if the alert is not present, resultMessage will be 'PASS'
2026-02-05 15:44:36 INFO  FillFormTest       - TEST: write the content in resultMessage into the excel sheet
2026-02-05 15:44:36 INFO  FillFormTest       - Closing the browser
